       1     146              46              38      38      52     125       1      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     146      30      47      65      42      56      48     125       1      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     146      23      36      32      35      32      30     125       0      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     146      20      26      21      31      18      24     128       0      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     146      19      30      26      29      32      34     135       0      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     146      18      36      26      40      48      32     123       0      30   61.17  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      25      40      39      38      48      50     133       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      13      18      19      21      44      38     134       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      26      43      44      46      58      50     123       1      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      23      37      35      36      56      52     126       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      23      32      35      33      52      42     135       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      24      39      37      43      56      40     128       1      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      26      38      43      41      50      42     130       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      13      27      22      27      36      42     136       1      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      24      46      49      41      54      54     124       1      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       1     158      23      37      35      33      38      54     129       0      34   59.58  414.00     .64    -.77    1.26     .10     .16   -1.30     .00    -.64    -.32    -.56    -.24
       2     230      30      48      65      46      60      40     128       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      15      27      22      30      40      34     132       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      11      23      19      16      20      32     127       1      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      26      43      44      44      58      52     134       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      12      24      20      31      38      30     134       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      20      31      27      34      48      40     133       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230       8      15              15      14             132       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      23      45      40      46      58      38     127       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      18      34      28      31      36      36     129       1      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      23      29      35      23      36      40     127       1      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      23      36      35      26      38      38     130       0      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       2     230      16      22      22      28      34      44     131       1      30   47.07  521.00     .89    1.08    -.26     .09     .11    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      26      43      42      34      34      38     132       0      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      12      21      19      30      22      42     132       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      22      33      27      37      50      32     123       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      16      14      22      28      38      36     123       0      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      19      28      26      25      40      32     129       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      13      16      19      19      18      26     125       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      27      48      65      46      60      52     138       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       3     113      21      47      45      30      36      44     125       1      30   49.79  372.00     .52    -.02     .24    -.19    -.40    -.05    -.12    -.07    -.05    -.06    -.03
       4     173      19      35      28      39      42      34     127       1      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      26      48      65      42      56      50     128       0      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      11      14      14      16      14      14     133       0      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173       7      16      14      14      24       6     134       1      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      15      19      17      34      56      20     133       1      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      17      18      23      23      32      36     135       1      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      12      21      18      11      18      20     133       0      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     173      21      34      29      34      44      44     124       1      31   44.57  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      22      38      35      38      36      38     127       1      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      19      30      26      38      46      38     134       0      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      22      22      22      29      20      28     135       0      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      20      26      26      36      34      32     138       1      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402       7      15      15      20      24      34     141       1      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      17      23      23      21      22      32     125       0      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      10       8      12      15      14      14     137       0      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      19      43      31      28      44      36     132       1      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     402      22      27      24      19      20      30     125       1      29   42.66  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     455      11      20      18      31      36      38     126       1      28   41.67  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     455      26      44      44      39      52      44     129       1      28   41.67  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     455      16      27      22      30      14      40     134       1      28   41.67  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
       4     455      18      36      32      27      28      38     134       1      28   41.67  538.00     .72    1.01     .19     .00     .05     .97     .69     .47     .17     .47     .72
